 T  Chosen      Candidates            From    Delay    Data size


342s 55        37 31 49 61 7 55     55    0.410254    0.451055
343s 55        37 31 49 61 7 55     55    0.528667    0.719659
344s 55        37 31 49 61 7 55     55    0.256781    0.535666
345s 55        37 31 49 61 7 55     55    0.229565    0.447969
346s 55        37 31 49 61 7 55     55    0.518594    0.90177
347s 55        37 31 49 61 7 55     55    0.433314    0.873083
348s 55        37 31 49 61 7 55     55    0.224612    0.322992
349s 55        37 31 49 61 7 55     55    0.436119    0.597332
350s 55        37 31 49 61 7 55     55    0.744687    0.9041
351s 55        37 31 49 61 7 55     55    0.471976    0.762992
352s 55        37 31 49 61 7 55     55    0.455564    0.839171
353s 55        37 31 49 61 7 55     55    0.622998    0.743106
354s 55        37 31 49 61 7 55     55    0.458526    0.977299
355s 55        37 31 49 61 7 55     55    0.640498    0.698723
356s 55        37 31 49 61 7 55     55    0.267554    0.494162
357s 55        37 31 49 61 7 55     55    0.509175    0.99825
358s 55        37 31 49 61 7 55     55    0.197655    0.363952
359s 55        37 31 49 61 7 55     55    0.155619    0.327718
360s 55        37 31 49 61 7 55     55    0.185874    0.392456
361s 55        37 31 49 61 7 55     55    0.574538    0.855634
362s 55        37 31 49 61 7 55     55    0.479768    0.86229
363s 55        37 31 49 61 7 55     55    0.268079    0.441999
364s 55        37 31 49 61 7 55     55    0.451613    0.972183
365s 55        37 31 49 61 7 55     55    0.175205    0.284737
366s 55        37 31 49 61 7 55     55    0.356987    0.759048
367s 55        37 31 49 61 7 55     55    0.349754    0.429043
368s 55        37 31 49 61 7 55     55    0.291725    0.585998
369s 55        37 31 49 61 7 55     55    0.496454    0.770884
370s 55        37 31 49 61 7 55     55    0.427856    0.42964
371s 55        37 31 49 61 7 55     55    0.191447    0.390749
372s 55        37 31 49 61 7 55     55    0.631361    0.86695
373s 55        37 31 49 61 7 55     55    0.380686    0.758133
374s 55        37 31 49 61 7 55     55    0.522603    0.897744
375s 49        37 31 49 61 7 55     49    0.333957    0.220422
376s 55        37 31 49 61 7 55     55    0.15428    0.273705
377s 55        37 31 49 61 7 55 
378s 61        37 31 49 61 7 55     61    0.249653    0.37276
379s 61        37 31 49 61 7 55     61    0.310778    0.490461
380s 55        37 31 49 61 7 55 
381s 61        37 31 49 61 7 55 
382s 37        37 31 49 61 7 55     61    1.14144    0.840046    37    0.871483    0.878643
383s 61        37 31 49 61 7     61    0.692094    0.775645
384s 61        37 31 49 61 7     61    0.318993    0.451722
385s 61        37 31 49 61 7     61    0.537071    0.681992
386s 61        37 31 49 61 7     61    0.272359    0.423436
387s 61        37 31 49 61 7     61    0.351922    0.385169
388s 61        37 31 49 61 7     61    0.434543    0.544652
389s 61        37 31 49 61 7     61    0.378892    0.55487
390s 61        37 49 61 7     61    0.434092    0.631557
391s 61        37 49 61 7     61    0.636773    0.71446
392s 61        37 49 61 7     61    0.214845    0.276453
393s 61        37 49 61 7     61    0.643491    0.825907
394s 61        37 49 61 7     61    0.592257    0.86953
395s 55        37 49 61 7 55     55    0.7444    0.83501
396s 61        37 49 61 7     61    0.412823    0.627788
397s 61        37 49 61 7     61    0.486418    0.504743
398s 61        37 49 61 7     61    0.847241    0.819974
399s 61        37 49 61 7     61    0.423263    0.526334
400s 61        37 49 61 7 
